3NQUW096N688UWPZIKJTM3DK0YG9LG,0.30294843057217563
324N5FAHSXBV7XKK0LCOZLP22QUKV4,0.32640424048574895
3KL228NDMVMCP0UPBQD2ZKMSFBUKG3,0.3439240401705733
375VMB7D4JJI7LUA9XRIGJ4IAFKIDB,0.3517310236029388
36MUZ9VAE626RGSODE1RV46QIMZEDK,0.2981677402608698
3VMV5CHJZ8FBSJKC5ZRU0B9OYOGTGD,0.3437919307783182
3OB6JN3A9QPY4E36CDKUD1S36PVMR1,0.35219765724150554
3X7837UUADYFHNZ1HS44ME9Q688J6I,0.3166501413938901
3U74KRR67MLH2B1YS34PQVILZ07NTK,0.331315376171594
3S4TINXCC0NZOA7TTWDH5QC4J3COBA,0.3228759393357784
3XT3KXP24ZYJMCFVZAJ4ADUQTTX6I7,0.31977318353024453
3VI0PC2ZAYK61DAUYS5ZUN3W24LXO9,0.3558356856347606
322ZSN9Z5GKVG3RSAYPTRMCL8HO4TE,0.33101326209431564
30EV7DWJTVV5CCU03S57W1OEJC0Y6A,0.33145535206478133
3K2CEDRACB1BKTGYG2PPDGTLU88MTQ,0.320898505610493
3A520CCNWN08T9PCT4AP53YKXKEAES,0.3082937218454622
34F34TZU7WZRZMG0UQS1W1SEQ3K2JY,0.3565462066904317
37Y5RYYI0P5LZ52N59M8ESDXZVYSXF,0.319522624266623
37PGLWGSJT6QLR0K1ED5KWZ8UOYKI7,0.3231088639177734
341YLJU21IZV4BWUC871K0DEDM4I27,0.3129657826736421
3CMV9YRYP31X08284WA6BXRNW3GLJB,0.33089553443240094
38Z7YZ2SB32CWUYFEJX2GIBHTU9IQG,0.337911370823351
3L2OEKSTW9ASGQDOW725GFK5P7LY8R,0.32368493386047176
3GS542CVJVNUS7MEQX3M5EHNE9X597,0.33329538314501106
30Y6N4AHYPWV0KXTZKLRUB59XB3DRA,0.3250738029094717
3CVDZS288H011OYXLIK0WCEK310MFM,0.33093099982842167
3L2OEKSTW9ASGQDOW725GFK5P71Y87,0.31406330776120056
3VLL1PIENQOV68A9ZATKR8J7A7QZOL,0.3364641037956715
3SA4EMRVJV2GPNGKAGT7A9LB24SP0N,0.32624170529067475
34F34TZU7WZRZMG0UQS1W1SEQ3Q2J4,0.300729037803276
3L55D8AUFAXUST31DJIAI1GOFY6CYB,0.32083373751287586
3KI0JD2ZU1IMXSYZGJF7JO4HFEK76D,0.33028161950902213
32TMVRKDGNYCIJZ470EY0QGYU6348T,0.308326755493311
38VTL6WC4AD9T8UMY9V24VAENII5YW,0.3174552291840698
307L9TDWJYSC3U34DOYY8IEN51V3NK,0.3663720390275511
3T2HW4QDUV7FRSVT57QUJKNX6P2C93,0.2962372489254794
36D1BWBEHN1H0UMLXN5TCTKVUV62MP,0.295046476195675
3IYI9285WS04X482RJH78E102U2JCT,0.31023135029043364
37SQU136V7ODFKI0LXMHNIMN4G711D,0.29974272564628085
31YWE12TE0CZG7IVH6OXJ1H1CH1X7D,0.3042041032833129
3G3AJKPCXLSRXPQMK4CSZ340NLP4YQ,0.3444770003367003
3ABAOCJ4R84YSDO6ZYVU8BIYA3YQM9,0.36025846439210785
334ZEL5JX6FY5WOV4IZCVFM4NRFSOW,0.31222140107123525
3ICOHX7ENCBCSWRU12DWGXM7OX50ES,0.3261030244020848
31YWE12TE0CZG7IVH6OXJ1H1CHKX7W,0.3008397155814411
3LN3BXKGC0V3K0O604W5NVGN2I3WGB,0.3508495466616046
3MG8450X2OAW59S08N7RZG9IIRQUPL,0.3258182525170983
37SOB9Z0SSXMFU0J1BIJVQAY07NL3U,0.35673312934424195
39RRBHZ0AU1QWSJ60MFYM0DF6ZVZVT,0.35499096132658375
3OJX0UFJ0Z7BDMCTRYBUDQ93DP99UA,0.3117301213392931
